"question","answer","title","context"
"並列計算の別名は","並列処理","並列計算","並列計算 [SEP] 並列計算（へいれつけいさん）は、コンピュータにおいて特定の処理をいくつかの独立した小さな処理に細分化し、複数の処理装置（プロセッサ）上でそれぞれの処理を同時に実行させることである。並列コンピューティングや並列処理とも呼ばれる。大きな問題を解いたり、大量のデータを処理したりする過程は、より小さなサブタスクやサブデータグループの処理に分割できることが多い、という事実を利用して単位時間あたりの処理効率（スループット）の向上を図る手法である。"
"アルゼンチンの最初の住民はどこからきたか？","アジア","アルゼンチンの歴史","アルゼンチンの歴史 [SEP] アルゼンチンの最初の住民は、紀元前11000年にアジアからベーリング海峡を渡ってやってきた人々だった。彼等はパタゴニアに「手の洞窟」を残している。"
"台湾に政体を置く以前の中華民国の元首に関しては","中華民国大総統または、国民政府主席","中華民国総統","中華民国総統 [SEP] 中華民国総統（ちゅうかみんこくそうとう）は、中華民国の元首である。なお、台湾に政体を置く以前の中華民国の元首に関しては、中華民国大総統または、国民政府主席を参照。"
"ヤマハ株式会社の本社は静岡県、何市にあるか？","浜松市","ヤマハ","ヤマハ [SEP] ヤマハ株式会社は、静岡県浜松市に本社を置く、楽器や半導体、音響機器（オーディオ・ビジュアル）、スポーツ用品、自動車部品、ネットワーク機器の製造発売を手がける日本のメーカー。日経平均株価の構成銘柄のひとつ。"
"フランコフォニー国際機関に参加している東南アジアの国は","タイ","フランコフォニー国際機関","フランコフォニー国際機関 [SEP] 州単位でフランコフォニーに参加しているケベック州（フランス語のみが公用語）とニューブランズウィック州（英仏両語を公用語とする）を除いて基本的には英語が優勢な連邦カナダも参加している。ベトナムやラオスなどのように旧フランス植民地といえどもフランス語を公的な場で使用することがほとんどない国や、南欧のギリシャやアフリカのエジプトなどのようにフランスの植民地や保護領にすらなったことのない国もある。そしてオブザーバーとして東欧のポーランド、チェコ、スロヴァキアや、ドイツ語圏に属するオーストリア、スペイン語圏に属するメキシコ、アルゼンチンやウルグアイ、東南アジアでは例外的に各勢力からの独立を維持してきたタイ王国、東アジアからは韓国も加わっている。"
"皇室典範に定められた敬称は?","陛下","皇后","皇后 [SEP] 皇室典範に定められた敬称は「陛下」（第23条）。現代のテレビや新聞等のマスメディアや報道機関、書籍、政府機関などでは、正式な敬称をつけた「皇后陛下（こうごうへいか）」とともに「皇后さま（こうごうさま）」という表記も見られる。"
"アメリカ合衆国の50の州は連邦政府とは主権を共有しながらも独立した何であるか。","準国家統治体","アメリカ合衆国の地方行政区画","アメリカ合衆国の地方行政区画 [SEP] アメリカ合衆国の50の州 は連邦政府とは主権を共有しながらも独立した準国家統治体である。州は連邦政府の設置によるものではなく自立的に作られた統治体で、その自律性は非常に高い。（アメリカ合衆国の州を地方行政区画、あるいは地方自治体に準じた見方をするのは誤りである。詳しくは「アメリカ合衆国の州」を参照。）個別の州毎に憲法を持ち、州内の自治体設立も州の権限でおこなっている。"
"パイオニアの祖業の音響機器事業はいつオンキヨー&amp;パイオニアへブランドを含めて分割譲渡されたか。","2014年","パイオニア","パイオニア [SEP] パイオニア株式会社は、東京都文京区に本社を置く、カーナビゲーションシステム、カーオーディオなど車載機器に特化した電機メーカーである。祖業の音響機器事業は2014年にオンキヨー&amp;パイオニア（現・オンキヨーホームエンターテイメント）へブランドを含めて分割譲渡している。"
"漢文とは、何人が中国語の事？","近代中国人・朝鮮人・日本人・ベトナム人","漢文","漢文 [SEP] 漢文（かんぶん）とは、古代中国の文語体の文章のこと。または近代中国人・朝鮮人・日本人・ベトナム人によって書かれる古典的な文章語のうち、漢字を用いて中国語の文法で書かれたものをいう。"
"記号論理学によって記述できる論法の事を何という","演繹法","演繹","演繹 [SEP] 帰納に於ける前提と結論の導出関係が「蓋然的」に正しいとされるのみであるのに対し、演繹の導出関係は、その前提を認めるなら、「絶対的」「必然的」に正しい。したがって理論上は、前提が間違っていたり適切でない前提が用いられたりした場合には、誤った結論が導き出されることになる。近代では、演繹法とは記号論理学によって記述できる論法の事を指す。"
"イスラエルでできた近接格闘術は何なのか。","クラヴ・マガ","クラヴ・マガ","クラヴ・マガ [SEP] クラヴ・マガは、20世紀前半、戦火が絶えなかったイスラエルで考案された近接格闘術。一切の無駄を省いたシンプルかつ合理的な格闘術であることから、モサドを始め様々なイスラエル治安機関に採用されることで洗練され、現在、CIAやFBIなど世界中の軍・警察が導入している。一般市民向けには、軍・警察関係者向けに教えられている殺人術は除外する形で、護身術やエクササイズの一環として防御に重点を置いたレッスンが提供されている。"
"RKC高知放送と記載されているのは","株式会社高知放送","高知放送","高知放送 [SEP] 株式会社高知放送（こうちほうそう、Kochi Broadcasting Co., Ltd.）は、高知県を放送対象地域とした中波放送（AM放送）事業とテレビジョン放送事業を兼営している特定地上基幹放送事業者である。略称は旧社名「ラジオ高知」からRKC（Radio Kochi Company）。ホームページ等では、RKC高知放送と記載されている。"
"カンボジア王国の首都は","プノンペン都","カンボジア","カンボジア [SEP] カンボジア王国（カンボジアおうこく）、通称カンボジアは、東南アジアのインドシナ半島南部に位置する立憲君主制国家。ASEAN加盟国、通貨はリエル、人口1,513万人、首都はプノンペン都。"
"ナンバープレートをつけないで走行するとどうなりますか","罰金となる","ナンバープレート","ナンバープレート [SEP] ナンバープレートは、単一的な数字や文字、地域名などから成り立っており、たいていの国で公道を走行する自動車に取り付けが義務づけられており、つけていない場合は罰金となることもある。ナンバープレートは、自動車の車種（大型、小型、事業用など）の区別、盗難車の捜索、逃走中の被疑者や不審者の乗用していた自動車の特定など、車両の所有者や運転手の特定に役立つため取り付けることが義務とされている。しかし、意図的にナンバープレートにカバーを付けたり、曲げる者もいる。"
"元号とそれに続く年数によって年を表現するものは","和暦","和暦","和暦 [SEP] は、元号とそれに続く年数によって年を表現する、日本独自の紀年法である。やとも。"
"儒家・道家・墨家・名家・法家などの学派を指すのは何か","百家","諸子百家","諸子百家 [SEP] とは、中国の春秋戦国時代に現れた学者・学派の総称。「諸子」は孔子・老子・荘子・墨子・孟子・荀子などの人物を指す。「百家」は儒家・道家・墨家・名家・法家などの学派を指す。"
"無声咽頭摩擦音（むせい・いんとう・まさつおん）とは何の類型の一つ？","子音","無声咽頭摩擦音","無声咽頭摩擦音 [SEP] 無声咽頭摩擦音（むせい・いんとう・まさつおん）とは子音の類型の一つ。舌根を咽頭壁に近づけてできる隙間による摩擦音。声帯の振動を伴わない。国際音声記号でと記述される。"
"仏教を主とした宗教書を軸に哲学、思想、心理、文学、音楽の各部門の専門書・入門書を刊行している日本の出版社は","株式会社春秋社","春秋社","春秋社 [SEP] 株式会社春秋社（しゅんじゅうしゃ）は、日本の出版社。仏教を主とした宗教書を軸に哲学、思想、心理、文学、音楽の各部門の専門書・入門書を刊行している。ほかに音楽書の『世界音楽全集 ピアノ篇』シリーズで、井口基成編集による校訂版は1949年に初出版。"
"将来のいずれかの時において何か悪い事象が起こる可能性を英語で何という","リスク","リスク","リスク [SEP] リスク (英: risk)とは、将来のいずれかの時において何か悪い事象が起こる可能性をいう。この概念をベースとして、金融学や工学、あるいはリスクマネジメントの理論の中で派生的にバリエーションのある定義づけがなされている。"
"同種類の事物からそれ以外に存在しない一つを区別するために、それのみに与えられた名称（名詞）のことを何というか？","固有名詞","固有名詞","固有名詞 [SEP] 固有名詞（こゆうめいし）とは、同一の部類（つまり同一カテゴリ）に属する個々の事物を他と区別するために、ひとつひとつに与えられる特有の名称。同種類の事物からそれ以外に存在しない一つを区別するために、それのみに与えられた名称（名詞）のこと。名詞の一種で、普通名詞と対比されるものである。固有名とも。"
"南アメリカ北西部に位置する共和制国家はどこ？","コロンビア共和国","コロンビア","コロンビア [SEP] コロンビア共和国（コロンビアきょうわこく）、通称コロンビアは、南アメリカ北西部に位置する共和制国家。東にベネズエラ、南東にブラジル、南にペルー、南西にエクアドル、北西にパナマと国境を接しており、北はカリブ海、西は太平洋に面している。首都はボゴタ。"
"ブータンは、北は中国、東西南はどこと国境を接するか","インド","ブータン","ブータン [SEP] 北は中国、東西南はインドと国境を接する。国教は仏教（ドゥク・カギュ派）。民族はチベット系8割、ネパール系2割。公用語はゾンカ語。首都はティンプー。"
"学校の教材で使われるものは。","教科書","富士見書房","富士見書房 [SEP] 1972年、角川書店（現・KADOKAWA）の教科書の自習書の編集・出版を目的として株式会社富士見書房が設立された。社名は、角川グループの拠点である東京都千代田区富士見に由来する。"
"天文学者のヨハネス・ケプラーはどこの国の生まれ？","ドイツ","ヨハネス・ケプラー","ヨハネス・ケプラー [SEP] ヨハネス・ケプラー（Johannes Kepler、1571年12月27日 - 1630年11月15日）は、ドイツの天文学者。天体の運行法則に関する「ケプラーの法則」を唱えたことでよく知られている。理論的に天体の運動を解明したという点において、天体物理学者の先駆的存在だといえる。また数学者、自然哲学者、占星術師という顔ももつ。"
"日本相撲協会が公益財団法人に移行した年はいつか？","2014年","日本相撲協会","日本相撲協会 [SEP] 公益財団法人日本相撲協会（にほんすもうきょうかい）は、大相撲興行の幕内最高優勝者に対して「摂政宮賜杯」（のちの天皇賜杯）を授与するために1925年に財団法人として設立され、2014年に公益財団法人に移行した相撲興行団体である。公益法人としての法人格の取得及び維持のため、相撲競技の指導・普及、相撲に関する伝統文化の普及を定款上の目的としている。"
"時刻 （じこく）とは、時間の流れにおけるある一点、『』する時間の中のある瞬間、または時間の区分のこと『』の中は何か？","連続","時刻","時刻 [SEP] 時刻 （じこく）とは、時間の流れにおけるある一点、連続する時間の中のある瞬間、または時間の区分のこと。ある時点や時間の区分や現在を、他の時点や時間の区分と区別する表現である。この記事は主に、日常生活で用いる時刻を扱う。"
"少尉は何の階級の一つでしょうか？","軍隊","少尉","少尉 [SEP] 少尉（しょうい）は軍隊の階級の一つ。尉官に区分され、中尉の下、准尉の上に位置する。士官（将校）の最下級である。"
"京都市伏見区に本社を置く大手電子部品・電気機器メーカーは？","京セラ","京セラ","京セラ [SEP] 京セラ株式会社（きょうセラ）は、京都市伏見区に本社を置く電子部品、ファインセラミック部品、半導体部品、情報機器、通信機器、太陽電池、セラミック、宝飾、医療用製品などを製造する大手電子部品・電気機器メーカーである。日経平均株価およびTOPIX Large70の構成銘柄の一つ。"
"写真記事中心の週刊誌をなんと言うか？","写真週刊誌","週刊誌","週刊誌 [SEP] 女性読者向けの「女性週刊誌」、写真記事中心の「写真週刊誌」、経済・ビジネス情報中心の「経済週刊誌」、スポーツ情報の「スポーツ週刊誌」などがある。総合週刊誌の多くはB5版かA4版の大きさで、グラビアページと文章記事ページで構成される。内容は、政治・経済・芸能・スポーツ、社会事件を題材にした批判記事、ルポルタージュが中心である。著名な作家の連載小説、エッセイ、漫画（時代小説原案のものや劇画が多い）、ゴルフ技術情報なども掲載される。女性週刊誌は、芸能人のスキャンダル報道が中心で、ダイエットやグルメ情報なども盛り込まれる。"
"子音を発音するときに使う口の部分はどこか","舌、歯、唇または声門","子音","子音 [SEP] 子音（しいん、しおん）は、言語を発音するときの音声、即ち人が発声器官を使って発する音の一種である。舌、歯、唇または声門で息の通り道を完全に、または部分的に閉鎖したり通り道を狭くしたりして発音する。無声音と有声音とがある。"
"位に即（つ）いて皇帝・天皇・国王など君主に成ることを何と言う","即位","即位","即位 [SEP] 即位（そくい、しょくい）とは位に即（つ）いて皇帝・天皇・国王など君主に成ること。また、ローマ教皇など宗教職にも用いる。"
"細胞内に何を包む核を持たない生物","DNA","原核生物","原核生物 [SEP] 原核生物（げんかくせいぶつ、ラテン語: Prokaryota 、英語: Prokaryote ）とは、細胞内にDNAを包む核(細胞核)を持たない生物のこと。すべて単細胞生物。"
"英語では組織再編,再構築を意味を表す和製英語は","リストラ","リストラ","リストラ [SEP] リストラとは、英語の「（組織再編,再構築）」の略語（和製英語）である。日本語（外来語）としては企業による経営合理化とほぼ同義で使われ、企業の経営に関わる組織再編のための行動。本来の英語と日本語では意味が異なり、英語圏ではたとえば「労働市場を再構築して完全雇用を実現しよう」といった使われ方もされる。"
"初等的には物体の運動の状態を表す物理量とは","質量と速度の積として定義される。","運動量","運動量 [SEP] とは、初等的には物体の運動の状態を表す物理量で、質量と速度の積として定義される。この意味の運動量は後述する一般化された運動量と区別して、運動学的運動量（あるいは動的運動量）と呼ばれる。また、角運動量という運動量とは異なる量と対比する上で、線型運動量などと呼ばれることもある。"
"この文章で説明されているものは何？","電子媒体","電子媒体","電子媒体 [SEP] 電子媒体（でんしばいたい）の記事では、非電子的および電子的な、記録媒体について述べる。映像機器や音響機器での映像や音楽の記録再生や、電子計算機（コンピュータ）での情報処理に使用する記録媒体の総称。コンピュータで扱う情報については、記録内容は全てデジタルデータである、という特徴がある一方、映像機器や音響機器においては、アナログ方式で記録再生されるものもある。がいるようだが、1956年にが誕生して以来、ディスクも同様に主流として使われている。"
"デスクトップ環境とは、デスクトップトップメタファーと呼ばれるタイプのインタラクションシステムが実現された環境という他にどういう意味を持つか","それを提供するコンピュータプログラム群","デスクトップ環境","デスクトップ環境 [SEP] これは、グラフィックディスプレイ等の画像を表示するシステムを持つコンピュータのグラフィカルユーザインタフェース (GUI) として、デスクトップメタファー （詳細は後述）と呼ばれるタイプのインタラクションシステムが実現された環境であり、それを提供するコンピュータプログラム群を指すこともある。そのような用法は、UNIXではCommon Desktop Environment（CDE）で広まった。"
"シティ・ポップが流行した国はどこか。","日本","シティ・ポップ","シティ・ポップ [SEP] シティ・ポップ (city pop) は、1970年代後半から1980年代にかけて日本でリリースされ流行した、ニューミュージックの中でも特に都会的に洗練され洋楽志向のメロディや歌詞を持ったポピュラー音楽。主要なアーティストの多くがシンガーソングライターであり、もっぱら日本語で歌っていた点も特色にあげられる。"
"ボルネオ島はアジアのどの辺？","東南アジアの島","ボルネオ島","ボルネオ島 [SEP] ボルネオ島（ボルネオとう、, ）は、東南アジアの島。南シナ海（西と北西）、スールー海（北東）、セレベス海とマカッサル海峡（東）、ジャワ海とカリマタ海峡（南）に囲まれている。インドネシア・マレーシア・ブルネイ、この3か国の領土であり、世界で最も多くの国の領地がある島となっている。"
"日中戦争が事変と称されたのは日中両国がどこの国の中立法の発動による経済制裁を避けたかったからか","アメリカ","日中戦争","日中戦争 [SEP] 戦争でなく事変と称されたのは、盧溝橋事件後に本格的な戦闘が行われても、1941年（昭和16年）12月に太平洋戦争が勃発するまで両国は宣戦布告を行わなかったからである。その理由として、日中両国がアメリカの中立法の発動による経済制裁を避けたかったことが挙げられる。"
"特定の時点から、その任期の満了時までを何として選任するか？","在任期間","任期","任期 [SEP] 通常は、各役職について任期があらかじめ定められており、特定の時点からその任期の満了時までを在任期間として選任することとなる。在任中の者が死亡や辞任等の事由で任期途中で空席が生じたときに後任として就任した者については、就任か時から所定の任期到来まで在任できるケースと前任者の任期の残存期間を任期とするケースがあり、当該役職の任期の規定により異なる。"
"観衆を前にして演じる芸能を何と呼ぶか","演芸","演芸","演芸 [SEP] 演芸（えんげい）は、観衆を前にして演じる芸能。大衆芸能とも呼ばれる。個々の演芸の起源は様々だが、江戸時代中期に寄席と呼ばれる演芸のための常設の興行場が成立し、以降、演芸は体系化されていった。"
"高い運動エネルギーを持つヘリウム4の原子核である","アルファ粒子の流れである。","アルファ粒子","アルファ粒子 [SEP] アルファ粒子（アルファりゅうし、α粒子）は、高い運動エネルギーを持つヘリウム4の原子核である。陽子2個と中性子2個からなる。放射線の一種のアルファ線（アルファせん、α線）は、アルファ粒子の流れである。"
"列車などの所要時間・停留時間や何が一目でわかる？","行き違い","ダイヤグラム","ダイヤグラム [SEP] 公共交通機関におけるダイヤグラム（英語: service planning diagram）とは、列車やバス、航空機などの便の運行・運航計画を表現した線図である。運行図表ともいう。列車などの所要時間・停留時間や行き違いが一目でわかる。"
"独立行政法人都市再生機構の略称は？","UR","都市再生機構","都市再生機構 [SEP] 独立行政法人都市再生機構（としさいせいきこう、、略称: UR）は、大都市や地方中心都市における市街地の整備改善や賃貸住宅の供給支援、UR賃貸住宅（旧公団住宅）の管理を主な目的とする独立行政法人（中期目標管理法人）。国土交通省所管。愛称は略称を冠した「UR都市機構」（ユーアールとしきこう）。"
"Adobe Creative Suiteの略称は？","CS","Adobe_Creative_Suite","Adobe_Creative_Suite [SEP] Adobe Creative Suite（アドビ クリエイティブスイート）はアドビが開発していた、グラフィックデザイン及び動画編集、ウェブデザインのアプリケーションソフトウェアの統合パッケージ、及びそれに属するソフトウェア群を指す。略称は CS。"
"日本の電波法に基づく放送局の分類のひとつで総務省告示基幹放送用周波数使用計画総則において「親局以外の基幹放送局」として定義されるものを何と言うか。","中継局","中継局","中継局 [SEP] 中継局（ちゅうけいきょく）とは、日本の電波法に基づく放送局の分類のひとつ。総務省告示基幹放送用周波数使用計画第1 総則 第1項（3）において「親局以外の基幹放送局」として定義される。"
"国家の機能を安全保障や治安維持などに限定する国家をなんと言うか","夜警国家","福祉国家論","福祉国家論 [SEP] 福祉国家（ふくしこっか ）は、国家の機能を安全保障や治安維持などに限定（夜警国家）するのではなく、社会保障制度の整備を通じて国民の生活の安定を図ること。広義には財政政策や雇用政策を含める場合もある。"
"北東アフリカに位置してる国家は？","スーダン","スーダン","スーダン [SEP] スーダン共和国（スーダンきょうわこく）、通称スーダンは、北東アフリカに位置する国家である。首都はハルツーム。北がエジプト、西北がリビア、西にチャドと中央アフリカ、南に南スーダン、南東をエチオピア、東はエリトリアと国境を接している。また、東側は紅海に面しており、その対岸側にはサウジアラビアがある。"
"子・丑・寅・卯・辰・巳・午・未・申・酉・戌・亥の総称は？","十二支","十二支","十二支 [SEP] 十二支（じゅうにし）は、子・丑・寅・卯・辰・巳・午・未・申・酉・戌・亥の総称である（それぞれ音訓2通りの読み方がある：下表参照）。十干を天干というのに対して、十二支を地支（ちし）ともいう。"
"総合不動産会社の別名は？","デベロッパー","三井不動産","三井不動産 [SEP] 三井不動産株式会社（みついふどうさん、英称：Mitsui Fudosan Co., Ltd.）は、東京都中央区日本橋室町に本社を置く総合不動産会社（デベロッパー）である。戦後一貫して不動産業界において売上1位に君臨している。三井住友銀行、三井物産と共に三井グループの御三家である。オフィスビル、商業施設、住宅（マンション）販売など幅広い事業を展開している。日経平均株価およびTOPIX Large70の構成銘柄の一つ。"
"日本国内では様々な地方、地域区分が用いられてきたが、多くの場合どういった形で区分されるか","複数の都道府県域をまとめて","日本の地域","日本の地域 [SEP] 日本国内では、歴史的な経緯・交通機関の発達・経済の変化・文化や住民の帰属意識などにより、様々な地方・地域区分が用いられてきた。多くの場合、複数の都道府県域をまとめて1つの地方として区分されるが、地理的・文化的繋がりはは必ずしも都道府県域とは一致しないため、後述のように1つの都道府県内が異なる地方に分割される例もある。"
"何州を中心に多く、彼らの生み出してきた音楽が土着のルーツ・ミュージックとして生き続けてきた","11州","ルーツ・ミュージック","ルーツ・ミュージック [SEP] 主なルーツ・ミュージックとしては、黒人のブルース、ゴスペル、ディキシー・ランド・ジャズ、白人のフォーク、カントリー、ブルーグラス、テックス・メックス（テハノ・ミュージック）などがある。特にアメリカ南部はアフロアメリカン人口が、アラバマ、ルイジアナ、ジョージア、サウス・キャロライナ、ノース・キャロライナ、テネシーなど11州を中心に多く、彼らの生み出してきた音楽が土着のルーツ・ミュージックとして生き続けてきた。"
"一門・一家の特徴を基に家に付けられる称号のことを何というか。","屋号","屋号","屋号 [SEP] 屋号、家号（やごう）とは、一門・一家の特徴を基に家に付けられる称号のことである。日本、ヨーロッパにおいて使用されている例がある。日本の場合、家紋のように屋号を記号化・紋章化した屋号紋を指すこともある。現代では屋号（又は雅号）は、個人事業者が使用する仕事上の名前や店名、事務所名のことを指す。また、法人の名前は商号という。"
"世界保健機関の設立年は？","1948年","世界保健機関","世界保健機関 [SEP] 1948年設立。本部はスイス・ジュネーヴ。設立日である4月7日は、世界保健デーになっている。シンボルマークは、世界地図をオリーブの葉が取り巻く国際連合旗の中心に、医療の象徴であるアスクレピオスの杖（蛇の巻き付いた杖）をあしらったものである。"
"中部国際空港は愛知県の何市にあるか","常滑市","中部国際空港","中部国際空港 [SEP] 中部国際空港（ちゅうぶこくさいくうこう）は、愛知県常滑市にある24時間運用可能な国際空港であり、空港法第4条で法定された拠点空港（会社管理空港）でもある。セントレアの愛称を持つ。"
"富楼那弥多羅尼子の略称は","富楼那","富楼那","富楼那 [SEP] 富楼那弥多羅尼子（ふるなみたらにし、梵:Pūrṇa Maitrāyanīputra プールナ=マイトラーヤニープトラ、巴:Puṇṇa Mantānīputta プンナ=マンターニープッタ 富楼那弥多羅尼弗多羅）は、釈迦仏の十大弟子の一人である。略して富楼那(ふるな)と呼ばれることが多い。"
"不動産会社のうち、開発、分譲を行うものを何というか。","不動産ディベロッパー","不動産会社","不動産会社 [SEP] 不動産会社（ふどうさんがいしゃ）とは、主として不動産の売買、交換、賃貸、管理及び、売買・交換・賃貸の代理もしくは仲介を行う会社のことである。その中で開発、分譲を行うものは不動産ディベロッパーと呼ばれる。"
"アメリカ合衆国マサチューセッツ州ケンブリッジに本部を置く私立工科大学は？","1865年に設置された。","マサチューセッツ工科大学","マサチューセッツ工科大学 [SEP] マサチューセッツ工科大学（MIT）は、アメリカ合衆国マサチューセッツ州ケンブリッジに本部を置く私立工科大学である。1865年に設置された。"
"アメリカ合衆国のワシントン州北西部キング郡にある都市は","シアトル","シアトル","シアトル [SEP] シアトル（漢字表記「沙市/舎路」）は、アメリカ合衆国のワシントン州北西部キング郡にある都市。同州最大の都市かつ同郡の郡庁所在地である。また、太平洋岸北西部最大の都市かつアメリカ西海岸有数の世界都市でもある。"
"株式会社NHK出版が設立された年は？","1931年","NHK出版","NHK出版 [SEP] 株式会社NHK出版（エヌエイチケイしゅっぱん）は、1931年（昭和6年）に設立された日本の出版社である。日本放送協会（NHK）の関連会社で、2010年までの旧社名は日本放送出版協会（にっぽんほうそうしゅっぱんきょうかい）であった。"
"2人ないしそれ以上の複数人による寄席演芸の一種目とは？","漫才","漫才","漫才 [SEP] 漫才（まんざい）は、2人ないしそれ以上の複数人による寄席演芸の一種目。通常はコンビを組んだ2人によるこっけいな掛け合い、言い合いで客を笑わすものを言う。平安時代以来の伝統芸能「萬歳」から発展したもので、もとは鼓などを持ち唄などを交えるのが一般的であった。今日では音曲を交えるものから社会風刺まで多岐にわたり、寄席だけでなく映画・テレビ・ラジオなど多くの媒体で人気を博している。"
"惑星、衛星などの（大質量の）天体を取り囲む気体を何というか","大気","大気圏","大気圏 [SEP] 大気圏（たいきけん）とは、大気の球状層（圏）。大気（たいき）とは、惑星、衛星などの（大質量の）天体を取り囲む気体を言う 。大気は天体の重力によって引きつけられ、保持（宇宙空間への拡散が妨げられること）されている。天体の重力が強く、大気の温度が低いほど大気は保持される。"
"第二次世界大戦後の連隊の人員はどのくらい？","3000名程度","連隊","連隊 [SEP] 本来ならば旅団の下で大隊の上にあたるが、旅団・連隊・大隊のいずれかを中抜きする編制を採ることもあるので、師団のすぐ下に連隊を置く編制（アメリカ海兵隊やロシア陸軍、ロシア空挺軍など）や連隊のすぐ下に中隊を置く編制（フランス陸軍や陸上自衛隊など）、さらに連隊を置かず旅団のすぐ下に大隊を置く編制（アメリカ陸軍など）も現代では珍しくない。第二次世界大戦後の連隊の人員は3000名程度。連隊長には、通常大佐が充てられるが、場合によっては中佐が充てられることもある。"
"哺乳類・ウシ目（鯨偶蹄目）・ラクダ科・ラクダ属 の動物の総称","ラクダ","ラクダ","ラクダ [SEP] ラクダ（駱駝）は、哺乳類・ウシ目（鯨偶蹄目）・ラクダ科・ラクダ属 の動物の総称。西アジア原産で背中に1つのコブ（瘤）を持つヒトコブラクダ  と、中央アジア原産で2つのコブをもつ2種のフタコブラクダ（ と ）の3種が現存する。砂漠などの乾燥地帯に最も適応した家畜であり、古くから乾燥地帯への人類の拡大に大きな役割を果たしている。"
"音楽や政治、大衆文化を扱うアメリカ合衆国の隔週発行の雑誌の名前は？","ローリング・ストーン","ローリング・ストーン","ローリング・ストーン [SEP] 『ローリング・ストーン』（Rolling Stone）は、音楽や政治、大衆文化を扱うアメリカ合衆国の隔週発行の雑誌である。雑誌は1967年に雑誌編集者ヤン・ウェナー、音楽評論家ラルフ・J・グリースン、作家・詩人ジョナサン・コットらによって創刊された。サンフランシスコで創刊されたが、1977年にニューヨークに移転した。"
"雷は雷雲の生じる原因によって３つに大別されるが、その３つとは何か。","熱雷・界雷・渦雷","雷","雷 [SEP] さまざまな気象状況で発生するものであり、雷雲の生じる原因によって熱雷・界雷・渦雷などに大別されている。夏季に雷雲など激しい上昇気流のあるところに発生するものが熱雷、四季をとおして寒冷前線に沿って発生するものが界雷、低気圧の域内や台風の中で発生するものが渦雷である。火山噴火に伴い噴煙中とその周辺で生じるものは火山雷と呼ばれる。"
"金融商品取引法に改題されたのはいつ？","2007年9月30日","金融商品取引法","金融商品取引法 [SEP] 金融商品取引法（きんゆうしょうひんとりひきほう、、昭和23年4月13日法律第25号）とは、金融商品の取引の公正を図り、投資家の保護や経済の円滑化を目的とする日本の法律。所管官庁は、金融庁である。制定時の題名はは「証券取引法」であったが、2007年9月30日に証券取引法等の一部を改正する法律により金融商品取引法に改題された。"
"西洋音楽年表は何を提示しているか？","西洋音楽に関する主な出来事の年表","西洋音楽年表","西洋音楽年表 [SEP] 西洋音楽年表（せいようおんがくねんぴょう）では、西洋音楽に関する主な出来事の年表を提示する。なお、各時代ごとで区分した解説については、音楽史を参照のこと。"
"キリスト教において、宗教改革運動を始めとして、カトリック教会（または西方教会）から分離し、特に（広義の）福音主義を理念とするキリスト教諸教派を指すのは？","プロテスタント","プロテスタント","プロテスタント [SEP] プロテスタントは、宗教改革運動を始めとして、カトリック教会（または西方教会）から分離し、特に（広義の）福音主義を理念とするキリスト教諸教派を指す。日本ではカトリック教会（旧教）に対し、「新教」（しんきょう）ともいう。この諸教派はナザレのイエスをキリスト（救い主）として信じる宗教 である。イエス・キリストが、神の国の福音を説き、罪ある人間を救済するために自ら十字架にかけられ、復活したものと信じる。「父なる神」 と「その子キリスト」 と「聖霊」を唯一の神（三位一体・至聖三者）として信仰する。"
"1個または数個のケイ素原子を中心とし、電気陰性な配位子がこれを取り囲んだ構造を持つアニオンを含む化合物を指すものを何というか。","ケイ酸塩","ケイ酸塩","ケイ酸塩 [SEP] は、1個または数個のケイ素原子を中心とし、電気陰性な配位子がこれを取り囲んだ構造を持つアニオンを含む化合物を指す。シリケートとも呼ばれる。この定義ではヘキサフルオロシリケート [SiF6]2− などの化学種も含まれるが、一般的によく見られるケイ酸塩は酸素を配位子とするものである。ケイ酸塩アニオンは他のカチオンと結合し、電気的に中性な化合物を形成する。"
"2016年は平成何年？","平成28年","東京電力ホールディングス","東京電力ホールディングス [SEP] 東京電力ホールディングス株式会社（とうきょうでんりょくホールディングス）は、電力事業を行う企業グループである東京電力グループの事業持株会社である。自社で原子力発電事業や原子力損害に対する賠償・除染事業を行っている。かつての東京電力株式会社が、電気事業法の一部改正によって、2016年（平成28年）4月1日から施行される家庭用電力の小売り全面自由化に対応するため、同年同日に持株会社体制へ移行して社名変更した。日経平均株価の構成銘柄の一つ。"
"世界最大の人口を誇る国は。","中国","省","省 [SEP] 省（しょう）は、国の行政機関の呼称である。元来は中国における行政機関の名称であったが、これは現在の中国では用いられない。"
"岩波書店は開店当時はどんな形態の店だったか？","古書店","岩波書店","岩波書店 [SEP] 1913年（大正2年）8月5日、岩波茂雄が東京市神田区南神保町16番地（現・東京都千代田区神田神保町）に開いた古書店として出発。正札販売方法を採用し、注目を集めた。同年12月1日に蘆野敬三郎の『宇宙之進化』、翌1914年（大正3年）に夏目漱石の『こゝろ』を刊行し、出版業にも進出。漱石没後に『夏目漱石全集』を刊行し、躍進する。看板は漱石の筆による。"
